plot_row,plot_column,plant_id,SF16h_HGT1_120,SF16h_HGT2_120,SF16h_HGT3_120,SF16h_TWT_120,SF16h_WTP_120,SF16h_WTL_120,SF16h_PAN1_120,SF16h_PAN2_120,SF16h_PAN3_120,2016_07_13-14_Leaf_Necrosis,2016_07_13-14_vegetation_index,2016_08_05-08_vegetation_index,2016_07_13_BAP_Leaf_Area,2016_07_13_laser_plant_height,2016_07_light_interception,2016_08_light_interception,2016_09_light_interception,accession_photoperiod,accession_type,accession_origin,accession_race,plot_id,Notes,x_of_y,plot_plan_tag,plot_plan_con,plot_plan_barcode,plot_plan_end
29 && 30 && 31 && 32,14,PI_273465,232,215,214,1.36,,1.20,,,,0.99799,0.036342,0.073545,0.40025,0.5196,,61.873,,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,,SF-BE-r1-p0649 && SF-BE-r1-p0650 && SF-BE-r1-p0651 && SF-BE-r1-p0652,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0649 && BMS.SF-BE-r1-p0651 && PAN.SF-BE-r1-p0651 && LEF.SF-BE-r1-p0651,ANTHESIS && MATURITY
29 && 30 && 31 && 32,15,PI_569421,160,158,170,1.05,,0.86,,,,0.51878,0.055329,0.10129,0.30002,0.37473,,56.6203,,PHOTOPERIOD_SENSITIVE,Cellulosic,,Caudatum,SF-BE-r1-p0697 && SF-BE-r1-p0698 && SF-BE-r1-p0699 && SF-BE-r1-p0700,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0697 && BMS.SF-BE-r1-p0699 && PAN.SF-BE-r1-p0699 && LEF.SF-BE-r1-p0699,ANTHESIS && MATURITY
29 && 30 && 31 && 32,16,PI_329440,81,88,86,0.13,0.05,0.04,22,20,18,0.3489,0.051764,0.061397,0.28661,0.33013,,1.2155,,PHOTOPERIOD_INSENSITIVE,Sweet,Ethiopia,,SF-BE-r1-p0745 && SF-BE-r1-p0746 && SF-BE-r1-p0747 && SF-BE-r1-p0748,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0745 && BMS.SF-BE-r1-p0747 && PAN.SF-BE-r1-p0747 && LEF.SF-BE-r1-p0747,ANTHESIS && MATURITY
29 && 30 && 31 && 32,17,PI_329394,200,169,190,2.32,,1.97,,,,0.043304,0.032063,0.090588,0.41095,0.37151,,52.7959,,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,SF-BE-r1-p0793 && SF-BE-r1-p0794 && SF-BE-r1-p0795 && SF-BE-r1-p0796,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0793 && BMS.SF-BE-r1-p0795 && PAN.SF-BE-r1-p0795 && LEF.SF-BE-r1-p0795,ANTHESIS && MATURITY
29 && 30 && 31 && 32,18,PI_329510,197,187,205,1.48,,1.29,,,,0.36857,0.052649,0.075105,0.38373,0.41534,,67.0686,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r1-p0841 && SF-BE-r1-p0842 && SF-BE-r1-p0843 && SF-BE-r1-p0844,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0841 && BMS.SF-BE-r1-p0843 && PAN.SF-BE-r1-p0843 && LEF.SF-BE-r1-p0843,ANTHESIS && MATURITY
29 && 30 && 31 && 32,19,PI_521280,117,129,119,0.84,,0.77,,,,0.6564,0.036597,0.072321,0.34838,0.45645,,33.4324,,PHOTOPERIOD_SENSITIVE,Cellulosic,Kenya,Durra-bicolor,SF-BE-r1-p0889 && SF-BE-r1-p0890 && SF-BE-r1-p0891 && SF-BE-r1-p0892,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0889 && BMS.SF-BE-r1-p0891 && PAN.SF-BE-r1-p0891 && LEF.SF-BE-r1-p0891,ANTHESIS && MATURITY
29 && 30 && 31 && 32,20,PI_330169,125,190,140,1.10,,0.93,,,,0.6148,0.048388,0.05971,0.45468,0.39409,,46.5514,,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,SF-BE-r1-p0937 && SF-BE-r1-p0938 && SF-BE-r1-p0939 && SF-BE-r1-p0940,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0937 && BMS.SF-BE-r1-p0939 && PAN.SF-BE-r1-p0939 && LEF.SF-BE-r1-p0939,ANTHESIS && MATURITY
29 && 30 && 31 && 32,21,PI_329506,88,87,98,1.09,,0.90,,,,0.095664,0.08239,0.092453,0.15851,0.14834,,16.2987,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r1-p0985 && SF-BE-r1-p0986 && SF-BE-r1-p0987 && SF-BE-r1-p0988,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0985 && BMS.SF-BE-r1-p0987 && PAN.SF-BE-r1-p0987 && LEF.SF-BE-r1-p0987,ANTHESIS && MATURITY
29 && 30 && 31 && 32,22,PI_152967,224,221,248,1.89,,1.66,,,,0.5096,0.054652,0.086817,0.32697,0.51897,,64.8865,,PHOTOPERIOD_INSENSITIVE,Sweet,Sudan,,SF-BE-r1-p1033 && SF-BE-r1-p1034 && SF-BE-r1-p1035 && SF-BE-r1-p1036,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1033 && BMS.SF-BE-r1-p1035 && PAN.SF-BE-r1-p1035 && LEF.SF-BE-r1-p1035,ANTHESIS && MATURITY
29 && 30 && 31 && 32,23,PI_266927,208,215,195,1.48,,1.35,,,,0.21463,0.064659,0.035079,0.26668,0.76103,,40.9308,,PHOTOPERIOD_SENSITIVE,Cellulosic,India,,SF-BE-r1-p1081 && SF-BE-r1-p1082 && SF-BE-r1-p1083 && SF-BE-r1-p1084,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1081 && BMS.SF-BE-r1-p1083 && PAN.SF-BE-r1-p1083 && LEF.SF-BE-r1-p1083,ANTHESIS && MATURITY
29 && 30 && 31 && 32,24,PI_155149,232,235,234,1.40,,1.15,,,,0.4976,0.056924,0.073414,0.30893,0.40227,,43.6947,,PHOTOPERIOD_SENSITIVE,Sweet,Yemen,,SF-BE-r1-p1129 && SF-BE-r1-p1130 && SF-BE-r1-p1131 && SF-BE-r1-p1132,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1129 && BMS.SF-BE-r1-p1131 && PAN.SF-BE-r1-p1131 && LEF.SF-BE-r1-p1131,ANTHESIS && MATURITY
29 && 30 && 31 && 32,25,PI_508366,169,165,172,1.01,,0.85,,,,0.45509,0.059048,0.078406,0.30819,0.47551,,69.5759,,PHOTOPERIOD_SENSITIVE,Cellulosic,Mali,Guinea,SF-BE-r1-p1177 && SF-BE-r1-p1178 && SF-BE-r1-p1179 && SF-BE-r1-p1180,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1177 && BMS.SF-BE-r1-p1179 && PAN.SF-BE-r1-p1179 && LEF.SF-BE-r1-p1179,ANTHESIS && MATURITY
29 && 30 && 31 && 32,26,PI_569455,166,136,163,1.79,,1.45,,,,0.40506,0.049121,0.079604,0.22331,0.19433,,33.2946,,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r1-p1225 && SF-BE-r1-p1226 && SF-BE-r1-p1227 && SF-BE-r1-p1228,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1225 && BMS.SF-BE-r1-p1227 && PAN.SF-BE-r1-p1227 && LEF.SF-BE-r1-p1227,ANTHESIS && MATURITY
29 && 30 && 31 && 32,27,PI_329865,221,238,196,2.40,,2.08,,,,0.56462,0.057827,0.063803,0.38258,0.41781,,53.2307,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r1-p1273 && SF-BE-r1-p1274 && SF-BE-r1-p1275 && SF-BE-r1-p1276,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1273 && BMS.SF-BE-r1-p1275 && PAN.SF-BE-r1-p1275 && LEF.SF-BE-r1-p1275,ANTHESIS && MATURITY
29 && 30 && 31 && 32,28,PI_562998,121,103,120,0.64,,0.49,,,,0.55084,0.045644,0.078867,0.30541,0.35246,,57.2451,55.0616,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,Guinea,SF-BE-r1-p1321 && SF-BE-r1-p1322 && SF-BE-r1-p1323 && SF-BE-r1-p1324,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1321 && BMS.SF-BE-r1-p1323 && PAN.SF-BE-r1-p1323 && LEF.SF-BE-r1-p1323,ANTHESIS && MATURITY
29 && 30 && 31 && 32,29,PI_585608,157,170,148,1.61,,1.43,,,,0.60381,0.038379,0.097233,0.35137,0.48334,,27.3662,38.9894,PHOTOPERIOD_SENSITIVE,Cellulosic,Rwanda,Caudatum,SF-BE-r1-p1369 && SF-BE-r1-p1370 && SF-BE-r1-p1371 && SF-BE-r1-p1372,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1369 && BMS.SF-BE-r1-p1371 && PAN.SF-BE-r1-p1371 && LEF.SF-BE-r1-p1371,ANTHESIS && MATURITY
29 && 30 && 31 && 32,30,PI_329465,142,140,152,0.58,,0.49,,,,0.371,0.044434,0.069387,0.32614,0.25198,,35.2769,41.7564,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,SF-BE-r1-p1417 && SF-BE-r1-p1418 && SF-BE-r1-p1419 && SF-BE-r1-p1420,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1417 && BMS.SF-BE-r1-p1419 && PAN.SF-BE-r1-p1419 && LEF.SF-BE-r1-p1419,ANTHESIS && MATURITY
29 && 30 && 31 && 32,31,PI_156871,159,149,166,0.88,,0.72,,,,0.50638,0.041883,0.088946,0.16547,0.31884,,44.8964,45.9876,PHOTOPERIOD_SENSITIVE,Cellulosic,Zaire,Caudatum,SF-BE-r1-p1465 && SF-BE-r1-p1466 && SF-BE-r1-p1467 && SF-BE-r1-p1468,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1465 && BMS.SF-BE-r1-p1467 && PAN.SF-BE-r1-p1467 && LEF.SF-BE-r1-p1467,ANTHESIS && MATURITY
29 && 30 && 31 && 32,32,PI_562991,128,115,136,1.27,,0.99,,,,0.99519,0.039771,0.029364,0.28617,0.53073,,61.3988,62.1929,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,Guinea,SF-BE-r1-p1513 && SF-BE-r1-p1514 && SF-BE-r1-p1515 && SF-BE-r1-p1516,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1513 && BMS.SF-BE-r1-p1515 && PAN.SF-BE-r1-p1515 && LEF.SF-BE-r1-p1515,ANTHESIS && MATURITY
33 && 34 && 35 && 36,1,CHECK,237,214,244,1.12,0.87,0.81,45,39,42,0.63519,,0.036615,0.4498,0.78535,19.0382,64.8734,,,,,,SF-BE-r1-p0029 && SF-BE-r1-p0030 && SF-BE-r1-p0031 && SF-BE-r1-p0032,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0029 && BMS.SF-BE-r1-p0031 && PAN.SF-BE-r1-p0031 && LEF.SF-BE-r1-p0031,ANTHESIS && MATURITY
33 && 34 && 35 && 36,2,PI_585577,162,128,144,1.87,,1.52,,,,0.093164,,0.079316,0.18451,0.36953,4.4622,46.5441,,PHOTOPERIOD_SENSITIVE,Cellulosic,Burundi,Durra-caudatum,SF-BE-r1-p0077 && SF-BE-r1-p0078 && SF-BE-r1-p0079 && SF-BE-r1-p0080,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0077 && BMS.SF-BE-r1-p0079 && PAN.SF-BE-r1-p0079 && LEF.SF-BE-r1-p0079,ANTHESIS && MATURITY
33 && 34 && 35 && 36,3,PI_330184,146,150,151,1.46,,1.18,,,,0.26483,,0.088285,0.2547,0.23767,3.6219,32.7508,,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,SF-BE-r1-p0125 && SF-BE-r1-p0126 && SF-BE-r1-p0127 && SF-BE-r1-p0128,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0125 && BMS.SF-BE-r1-p0127 && PAN.SF-BE-r1-p0127 && LEF.SF-BE-r1-p0127,ANTHESIS && MATURITY
33 && 34 && 35 && 36,4,PI_329310,228,222,225,2.15,,1.82,,,,0.068028,,0.068997,0.23808,0.43057,8.3628,72.765,,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,SF-BE-r1-p0173 && SF-BE-r1-p0174 && SF-BE-r1-p0175 && SF-BE-r1-p0176,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0173 && BMS.SF-BE-r1-p0175 && PAN.SF-BE-r1-p0175 && LEF.SF-BE-r1-p0175,ANTHESIS && MATURITY
33 && 34 && 35 && 36,5,PI_330833,147,193,197,1.40,,1.22,,,,0.26679,,0.085644,0.33278,0.32297,6.4644,41.6756,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r1-p0221 && SF-BE-r1-p0222 && SF-BE-r1-p0223 && SF-BE-r1-p0224,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0221 && BMS.SF-BE-r1-p0223 && PAN.SF-BE-r1-p0223 && LEF.SF-BE-r1-p0223,ANTHESIS && MATURITY
33 && 34 && 35 && 36,6,PI_569435,150,131,132,2.15,,1.84,,,,0.67994,,0.099223,0.29811,0.38027,9.931,68.2445,,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r1-p0269 && SF-BE-r1-p0270 && SF-BE-r1-p0271 && SF-BE-r1-p0272,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0269 && BMS.SF-BE-r1-p0271 && PAN.SF-BE-r1-p0271 && LEF.SF-BE-r1-p0271,ANTHESIS && MATURITY
33 && 34 && 35 && 36,7,PI_585448,129,154,143,1.26,,1.09,,,,0.34996,,0.095023,0.4855,0.4815,13.3945,70.8044,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ghana,Guinea,SF-BE-r1-p0317 && SF-BE-r1-p0318 && SF-BE-r1-p0319 && SF-BE-r1-p0320,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0317 && BMS.SF-BE-r1-p0319 && PAN.SF-BE-r1-p0319 && LEF.SF-BE-r1-p0319,ANTHESIS && MATURITY
33 && 34 && 35 && 36,8,PI_152728,124,113,113,1.13,,0.80,,,,0.061567,,0.088552,0.35419,0.28229,10.0848,61.2812,,PHOTOPERIOD_SENSITIVE,Cellulosic,Sudan,Durra,SF-BE-r1-p0365 && SF-BE-r1-p0366 && SF-BE-r1-p0367 && SF-BE-r1-p0368,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0365 && BMS.SF-BE-r1-p0367 && PAN.SF-BE-r1-p0367 && LEF.SF-BE-r1-p0367,ANTHESIS && MATURITY
33 && 34 && 35 && 36,9,PI_570087,140,124,138,0.96,,0.80,,,,0.81605,,0.091855,0.4869,0.35628,11.0304,79.8696,,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r1-p0413 && SF-BE-r1-p0414 && SF-BE-r1-p0415 && SF-BE-r1-p0416,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0413 && BMS.SF-BE-r1-p0415 && PAN.SF-BE-r1-p0415 && LEF.SF-BE-r1-p0415,ANTHESIS && MATURITY
33 && 34 && 35 && 36,10,PI_329585,146,148,160,1.40,,1.19,,,,0.29967,,0.073811,0.29034,0.25338,6.6655,50.4232,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r1-p0461 && SF-BE-r1-p0462 && SF-BE-r1-p0463 && SF-BE-r1-p0464,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0461 && BMS.SF-BE-r1-p0463 && PAN.SF-BE-r1-p0463 && LEF.SF-BE-r1-p0463,ANTHESIS && MATURITY
33 && 34 && 35 && 36,11,PI_569453,173,168,165,1.60,,1.35,,,,0.23878,,0.073668,0.40147,0.4466,14.3386,83.5598,,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r1-p0509 && SF-BE-r1-p0510 && SF-BE-r1-p0511 && SF-BE-r1-p0512,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0509 && BMS.SF-BE-r1-p0511 && PAN.SF-BE-r1-p0511 && LEF.SF-BE-r1-p0511,ANTHESIS && MATURITY
33 && 34 && 35 && 36,12,PI_157035,252,286,283,1.35,,1.12,,,,0.29038,,0.086348,0.16589,0.39544,9.2312,80.2052,,PHOTOPERIOD_SENSITIVE,Sweet,Kenya,,SF-BE-r1-p0557 && SF-BE-r1-p0558 && SF-BE-r1-p0559 && SF-BE-r1-p0560,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0557 && BMS.SF-BE-r1-p0559 && PAN.SF-BE-r1-p0559 && LEF.SF-BE-r1-p0559,ANTHESIS && MATURITY
33 && 34 && 35 && 36,13,PI_569097,263,255,284,1.09,1.07,0.93,15,12,12,0.48199,,0.084326,0.28774,0.5886,12.681,76.7188,,PHOTOPERIOD_SENSITIVE,Cellulosic,Sudan,Durra,SF-BE-r1-p0605 && SF-BE-r1-p0606 && SF-BE-r1-p0607 && SF-BE-r1-p0608,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0605 && BMS.SF-BE-r1-p0607 && PAN.SF-BE-r1-p0607 && LEF.SF-BE-r1-p0607,ANTHESIS && MATURITY
33 && 34 && 35 && 36,14,PI_329570,149,146,145,1.55,,1.33,,,,0.36696,,0.090127,0.12784,0.17083,1.5887,53.6691,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r1-p0653 && SF-BE-r1-p0654 && SF-BE-r1-p0655 && SF-BE-r1-p0656,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0653 && BMS.SF-BE-r1-p0655 && PAN.SF-BE-r1-p0655 && LEF.SF-BE-r1-p0655,ANTHESIS && MATURITY
33 && 34 && 35 && 36,15,PI_329471,162,168,176,2.32,,1.99,,,,0.4768,,0.07124,0.19727,0.40982,6.9865,36.5445,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r1-p0701 && SF-BE-r1-p0702 && SF-BE-r1-p0703 && SF-BE-r1-p0704,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0701 && BMS.SF-BE-r1-p0703 && PAN.SF-BE-r1-p0703 && LEF.SF-BE-r1-p0703,ANTHESIS && MATURITY
33 && 34 && 35 && 36,16,CHECK,214,219,170,0.78,0.56,0.52,42,32,44,0.47205,,0.067155,0.25283,0.57106,13.4797,59.1398,,,,,,SF-BE-r1-p0749 && SF-BE-r1-p0750 && SF-BE-r1-p0751 && SF-BE-r1-p0752,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0749 && BMS.SF-BE-r1-p0751 && PAN.SF-BE-r1-p0751 && LEF.SF-BE-r1-p0751,ANTHESIS && MATURITY
33 && 34 && 35 && 36,17,PI_157033,133,143,149,1.00,,0.79,,,,0.49613,,0.07762,0.37868,0.45561,13.3708,74.5354,,PHOTOPERIOD_SENSITIVE,Sweet,Kenya,Caudatum,SF-BE-r1-p0797 && SF-BE-r1-p0798 && SF-BE-r1-p0799 && SF-BE-r1-p0800,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0797 && BMS.SF-BE-r1-p0799 && PAN.SF-BE-r1-p0799 && LEF.SF-BE-r1-p0799,ANTHESIS && MATURITY
33 && 34 && 35 && 36,18,PI_297130,184,195,189,1.78,,1.52,,,,0.25042,,0.090905,0.32839,0.41607,10.113,58.7735,,PHOTOPERIOD_SENSITIVE,Sweet,Uganda,Caudatum,SF-BE-r1-p0845 && SF-BE-r1-p0846 && SF-BE-r1-p0847 && SF-BE-r1-p0848,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0845 && BMS.SF-BE-r1-p0847 && PAN.SF-BE-r1-p0847 && LEF.SF-BE-r1-p0847,ANTHESIS && MATURITY
33 && 34 && 35 && 36,19,PI_562997,91,82,86,0.58,,0.47,,,,0.26069,,0.06702,0.20615,0.12917,1.4313,18.4543,,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,Guinea-caudatum,SF-BE-r1-p0893 && SF-BE-r1-p0894 && SF-BE-r1-p0895 && SF-BE-r1-p0896,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0893 && BMS.SF-BE-r1-p0895 && PAN.SF-BE-r1-p0895 && LEF.SF-BE-r1-p0895,ANTHESIS && MATURITY
33 && 34 && 35 && 36,20,PI_570371,88,80,96,0.63,,0.50,,,,0.23666,,0.086719,0.35897,0.25752,3.7395,53.5244,,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r1-p0941 && SF-BE-r1-p0942 && SF-BE-r1-p0943 && SF-BE-r1-p0944,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0941 && BMS.SF-BE-r1-p0943 && PAN.SF-BE-r1-p0943 && LEF.SF-BE-r1-p0943,ANTHESIS && MATURITY
33 && 34 && 35 && 36,21,PI_563032,242,231,226,1.30,1.28,1.21,22,23,16,0.010949,,0.068893,0.20986,0.35183,3.4867,66.155,,PHOTOPERIOD_INSENSITIVE,Sweet,Japan,Bicolor,SF-BE-r1-p0989 && SF-BE-r1-p0990 && SF-BE-r1-p0991 && SF-BE-r1-p0992,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0989 && BMS.SF-BE-r1-p0991 && PAN.SF-BE-r1-p0991 && LEF.SF-BE-r1-p0991,ANTHESIS && MATURITY
33 && 34 && 35 && 36,22,PI_329864,224,199,188,0.93,0.87,0.74,29,25,26,0.49768,,0.07073,0.33832,0.35496,6.2289,48.7698,,PHOTOPERIOD_INSENSITIVE,Sweet,Ethiopia,,SF-BE-r1-p1037 && SF-BE-r1-p1038 && SF-BE-r1-p1039 && SF-BE-r1-p1040,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1037 && BMS.SF-BE-r1-p1039 && PAN.SF-BE-r1-p1039 && LEF.SF-BE-r1-p1039,ANTHESIS && MATURITY
33 && 34 && 35 && 36,23,PI_152591,93,109,119,0.81,,0.64,,,,0.63573,,0.086735,0.2412,0.22997,2.8537,59.8286,,PHOTOPERIOD_SENSITIVE,Cellulosic,Kenya,Caudatum,SF-BE-r1-p1085 && SF-BE-r1-p1086 && SF-BE-r1-p1087 && SF-BE-r1-p1088,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1085 && BMS.SF-BE-r1-p1087 && PAN.SF-BE-r1-p1087 && LEF.SF-BE-r1-p1087,ANTHESIS && MATURITY
33 && 34 && 35 && 36,24,PI_167093,206,215,220,0.89,0.85,0.76,17,17,19,0.43942,,0.099673,0.35271,0.33414,11.9253,56.4933,,PHOTOPERIOD_INSENSITIVE,Sweet,Egypt,Durra,SF-BE-r1-p1133 && SF-BE-r1-p1134 && SF-BE-r1-p1135 && SF-BE-r1-p1136,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1133 && BMS.SF-BE-r1-p1135 && PAN.SF-BE-r1-p1135 && LEF.SF-BE-r1-p1135,ANTHESIS && MATURITY
33 && 34 && 35 && 36,25,PI_563020,141,123,88,0.61,,0.54,,,,0.33517,,0.082764,0.29466,0.60705,9.2277,70.0859,,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,Guinea,SF-BE-r1-p1181 && SF-BE-r1-p1182 && SF-BE-r1-p1183 && SF-BE-r1-p1184,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1181 && BMS.SF-BE-r1-p1183 && PAN.SF-BE-r1-p1183 && LEF.SF-BE-r1-p1183,ANTHESIS && MATURITY
